,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,FamilySize,IsAlone
421,0,3,21.0,0,0,0.015094396337354966,1,1,0,1,1
422,0,3,29.0,0,0,0.015370976317570811,1,0,1,1,1
423,0,3,28.0,1,1,0.028106928123558056,0,0,1,3,0
424,0,3,18.0,1,1,0.039452172548431745,1,0,1,3,0
425,0,3,28.0,0,0,0.014151057562208049,1,0,1,1,1
426,1,2,28.0,1,0,0.050748620223090936,0,0,1,2,0
427,1,2,19.0,0,0,0.050748620223090936,0,0,1,1,1
428,0,3,28.0,0,0,0.015126992566498259,1,1,0,1,1
429,1,3,32.0,0,0,0.015712553569072387,1,0,1,1,1
430,1,1,28.0,0,0,0.051822148727810165,1,0,1,1,1
431,1,3,28.0,1,0,0.031425107138144774,0,0,1,2,0
432,1,2,42.0,1,0,0.050748620223090936,0,0,1,2,0
433,0,3,17.0,0,0,0.013907073811135496,1,0,1,1,1
434,0,1,50.0,1,0,0.1091095334796455,1,0,1,2,0
435,1,1,14.0,1,2,0.23422440102965048,0,0,1,4,0
436,0,3,21.0,2,2,0.06709553154495196,0,0,1,5,0
437,1,2,24.0,2,3,0.03659756266088288,0,0,1,6,0
438,0,1,64.0,1,4,0.5133418122566507,1,0,1,6,0
439,0,2,31.0,0,0,0.020494635090094415,1,0,1,1,1
440,1,2,45.0,1,1,0.05123658772523604,0,0,1,3,0
441,0,3,20.0,0,0,0.018542765081513996,1,0,1,1,1
442,0,3,25.0,1,0,0.015175789316712771,1,0,1,2,0
443,1,2,28.0,0,0,0.025374310111545468,0,0,1,1,1
444,1,3,28.0,0,0,0.015834545444608664,1,0,1,1,1
445,1,1,4.0,0,2,0.15977676072337862,1,0,1,3,0
446,1,2,13.0,0,1,0.038061465167318204,0,0,1,2,0
447,1,1,34.0,0,0,0.051822148727810165,1,0,1,1,1
448,1,3,5.0,2,1,0.03758969818624431,0,0,0,4,0
449,1,1,52.0,0,0,0.05953203526170282,1,0,1,1,1
450,0,2,36.0,1,2,0.05416439273810667,1,0,1,4,0
451,0,3,28.0,1,0,0.03897240290032268,1,0,1,2,0
452,0,1,30.0,0,0,0.05416439273810667,1,0,0,1,1
453,1,1,49.0,1,0,0.17391981561855152,1,0,0,2,0
454,0,3,28.0,0,0,0.015712553569072387,1,0,1,1,1
455,1,3,29.0,0,0,0.015411575213749286,1,0,0,1,1
456,0,1,65.0,0,0,0.051822148727810165,1,0,1,1,1
457,1,1,28.0,1,0,0.10122885832000206,0,0,1,2,0
458,1,2,50.0,0,0,0.020494635090094415,0,0,1,1,1
459,0,3,28.0,0,0,0.015126992566498259,1,1,0,1,1
460,1,1,48.0,0,0,0.051822148727810165,1,0,1,1,1
461,0,3,34.0,0,0,0.015712553569072387,1,0,1,1,1
462,0,1,47.0,0,0,0.07514699533034619,1,0,1,1,1
463,0,2,48.0,0,0,0.025374310111545468,1,0,1,1,1
464,0,3,28.0,0,0,0.015712553569072387,1,0,1,1,1
465,0,3,38.0,0,0,0.013760683560491965,1,0,1,1,1
466,0,2,28.0,0,0,0.0,1,0,1,1,1
467,0,1,56.0,0,0,0.051822148727810165,1,0,1,1,1
468,0,3,28.0,0,0,0.015078195816283748,1,1,0,1,1
469,1,3,0.75,2,1,0.03758969818624431,0,0,0,4,0
470,0,3,28.0,0,0,0.014151057562208049,1,0,1,1,1
471,0,3,38.0,0,0,0.016908073949327893,1,0,1,1,1
472,1,2,33.0,1,2,0.05416439273810667,0,0,1,4,0
473,1,2,23.0,0,0,0.026919605597338588,0,0,0,1,1
474,0,3,22.0,0,0,0.019201521209409888,0,0,1,1,1
475,0,1,28.0,0,0,0.10149724044618187,1,0,1,1,1
476,0,2,34.0,1,0,0.04098927018018883,1,0,1,2,0
477,0,3,29.0,1,0,0.013752485706455927,1,0,1,2,0
478,0,3,22.0,0,0,0.014679623960531627,1,0,1,1,1
479,1,3,2.0,0,1,0.023983602730431916,0,0,1,2,0
480,0,3,9.0,5,2,0.09154270340242172,1,0,1,8,0
481,0,2,28.0,0,0,0.0,1,0,1,1,1
482,0,3,50.0,0,0,0.015712553569072387,1,0,1,1,1
483,1,3,63.0,0,0,0.018713553707264782,0,0,1,1,1
484,1,1,25.0,1,0,0.17777475888549785,1,0,0,2,0
485,0,3,28.0,3,1,0.049707687947515,0,0,1,5,0
486,1,1,35.0,1,0,0.17566830077223786,0,0,1,2,0
487,0,1,58.0,0,0,0.057970539254838485,1,0,0,1,1
488,0,3,30.0,0,0,0.015712553569072387,1,0,1,1,1
489,1,3,9.0,1,1,0.031034733136428686,1,0,1,3,0
490,0,3,28.0,1,0,0.03897240290032268,1,0,1,2,0
491,0,3,21.0,0,0,0.014151057562208049,1,0,1,1,1
492,0,1,55.0,0,0,0.05953203526170282,1,0,1,1,1
493,0,1,71.0,0,0,0.09662576327876685,1,0,0,1,1
494,0,3,21.0,0,0,0.015712553569072387,1,0,1,1,1
495,0,3,28.0,0,0,0.028220722145058292,1,0,0,1,1
496,1,1,54.0,1,0,0.1527664244005612,0,0,0,2,0
497,0,3,28.0,0,0,0.029473237129564348,1,0,1,1,1
498,0,1,25.0,1,2,0.29580589980036276,0,0,1,4,0
499,0,3,24.0,0,0,0.015216388212891242,1,0,1,1,1
500,0,3,17.0,0,0,0.016908073949327893,1,0,1,1,1
501,0,3,21.0,0,0,0.015126992566498259,0,1,0,1,1
502,0,3,28.0,0,0,0.014891206669461744,0,1,0,1,1
503,0,3,37.0,0,0,0.018713553707264782,0,0,1,1,1
504,1,1,16.0,0,0,0.16883675574220638,0,0,1,1,1
505,0,1,18.0,1,0,0.2125586439344078,1,0,0,2,0
506,1,2,33.0,0,2,0.050748620223090936,0,0,1,3,0
507,1,1,28.0,0,0,0.051822148727810165,1,0,1,1,1
508,0,3,28.0,0,0,0.04396587194327397,1,0,1,1,1
509,1,3,26.0,0,0,0.11027245763075773,1,0,1,1,1
510,1,3,29.0,0,0,0.015126992566498259,1,1,0,1,1
511,0,3,28.0,0,0,0.015712553569072387,1,0,1,1,1
512,1,1,36.0,0,0,0.05130978285055781,1,0,1,1,1
513,1,1,54.0,1,0,0.11594107850967697,0,0,0,2,0
514,0,3,24.0,0,0,0.014630827210317117,1,0,1,1,1
515,0,1,47.0,0,0,0.06640417918791278,1,0,1,1,1
516,1,2,34.0,0,0,0.020494635090094415,0,0,1,1,1
517,0,3,28.0,0,0,0.04713766070721715,1,1,0,1,1
518,1,2,36.0,1,0,0.050748620223090936,0,0,1,2,0
519,0,3,32.0,0,0,0.015411575213749286,1,0,1,1,1
520,1,1,30.0,0,0,0.18249984580226933,0,0,1,1,1
521,0,3,22.0,0,0,0.015411575213749286,1,0,1,1,1
522,0,3,28.0,0,0,0.014102260811993537,1,0,0,1,1
523,1,1,44.0,0,1,0.11316786160148591,0,0,0,2,0
524,0,3,28.0,0,0,0.014110458666029575,1,0,0,1,1
525,0,3,40.5,0,0,0.015126992566498259,1,1,0,1,1
526,1,2,50.0,0,0,0.020494635090094415,0,0,1,1,1
527,0,1,28.0,0,0,0.4328841690069588,1,0,1,1,1
528,0,3,39.0,0,0,0.015468569817999833,1,0,1,1,1
529,0,2,23.0,2,1,0.022446505098674838,1,0,1,4,0
530,1,2,2.0,1,1,0.050748620223090936,0,0,1,3,0
531,0,3,28.0,0,0,0.014110458666029575,1,0,0,1,1
532,0,3,17.0,1,1,0.014110458666029575,1,0,0,3,0
533,1,3,28.0,0,2,0.04364049521284362,0,0,0,3,0
534,0,3,30.0,0,0,0.016908073949327893,0,0,1,1,1
535,1,2,7.0,0,2,0.05123658772523604,0,0,1,3,0
536,0,1,45.0,0,0,0.051822148727810165,1,0,1,1,1
537,1,1,30.0,0,0,0.20772776566317125,0,0,0,1,1
538,0,3,28.0,0,0,0.028302115124416098,1,0,1,1,1
539,1,1,22.0,0,2,0.09661756542473082,0,0,0,3,0
540,1,1,36.0,0,2,0.13858277060920987,0,0,1,3,0
541,0,3,9.0,4,2,0.06104473451835265,0,0,1,7,0
542,0,3,11.0,4,2,0.06104473451835265,0,0,1,7,0
543,1,2,32.0,1,0,0.050748620223090936,1,0,1,2,0
544,0,1,50.0,1,0,0.20772776566317125,1,0,0,2,0
545,0,1,64.0,0,0,0.050748620223090936,1,0,1,1,1
546,1,2,19.0,1,0,0.050748620223090936,0,0,1,2,0
547,1,2,28.0,0,0,0.02705779799394608,1,0,0,1,1
548,0,3,33.0,1,1,0.04006213192611313,1,0,1,3,0
549,1,2,8.0,1,1,0.07173122281533045,1,0,1,3,0
550,1,1,17.0,0,2,0.21642978772242535,1,0,0,3,0
551,0,2,27.0,0,0,0.050748620223090936,1,0,1,1,1
552,0,3,28.0,0,0,0.015281580671177828,1,1,0,1,1
553,1,3,22.0,0,0,0.014102260811993537,1,0,0,1,1
554,1,3,22.0,0,0,0.015175789316712771,0,0,1,1,1
555,0,1,62.0,0,0,0.051822148727810165,1,0,1,1,1
556,1,1,48.0,1,0,0.07729405233978466,0,0,0,2,0
557,0,1,28.0,0,0,0.4440992237022602,1,0,0,1,1
558,1,1,39.0,1,1,0.1554664461834305,0,0,1,3,0
559,1,3,36.0,1,0,0.033962538149299316,0,0,1,2,0
560,0,3,28.0,0,0,0.015126992566498259,1,1,0,1,1
561,0,3,40.0,0,0,0.015411575213749286,1,0,1,1,1
562,0,2,28.0,0,0,0.026350245115835676,1,0,1,1,1
563,0,3,28.0,0,0,0.015712553569072387,1,0,1,1,1
564,0,3,28.0,0,0,0.015712553569072387,0,0,1,1,1
565,0,3,24.0,2,0,0.04713766070721715,1,0,1,3,0
566,0,3,19.0,0,0,0.015411575213749286,1,0,1,1,1
567,0,3,29.0,0,4,0.04113566043083236,0,0,1,5,0
568,0,3,28.0,0,0,0.014110458666029575,1,0,0,1,1
569,1,3,32.0,0,0,0.015330377421392339,1,0,1,1,1
570,1,2,62.0,0,0,0.020494635090094415,1,0,1,1,1
571,1,1,53.0,2,0,0.10048070654571319,0,0,1,3,0
572,1,1,36.0,0,0,0.051504969851415845,1,0,1,1,1
573,1,3,28.0,0,0,0.015126992566498259,0,1,0,1,1
574,0,3,16.0,0,0,0.015712553569072387,1,0,1,1,1
575,0,3,19.0,0,0,0.028302115124416098,1,0,1,1,1
576,1,2,34.0,0,0,0.025374310111545468,0,0,1,1,1
577,1,1,39.0,1,0,0.1091095334796455,0,0,1,2,0
578,0,3,28.0,1,0,0.028220722145058292,0,0,0,2,0
579,1,3,32.0,0,0,0.015468569817999833,1,0,1,1,1
580,1,2,25.0,1,1,0.05855610025741262,0,0,1,3,0
581,1,1,39.0,1,1,0.21642978772242535,0,0,0,3,0
582,0,2,54.0,0,0,0.050748620223090936,1,0,1,1,1
583,0,1,36.0,0,0,0.07831878409428937,1,0,0,1,1
584,0,3,28.0,0,0,0.017005667449756914,1,0,0,1,1
585,1,1,18.0,0,2,0.1554664461834305,0,0,1,3,0
586,0,2,47.0,0,0,0.02927805012870631,1,0,1,1,1
587,1,1,60.0,1,1,0.15458810467956932,1,0,0,3,0
588,0,3,22.0,0,0,0.015712553569072387,1,0,1,1,1
589,0,3,28.0,0,0,0.015712553569072387,1,0,1,1,1
590,0,3,35.0,0,0,0.013907073811135496,1,0,1,1,1
591,1,1,52.0,1,0,0.1527664244005612,0,0,0,2,0
592,0,3,47.0,0,0,0.014151057562208049,1,0,1,1,1
593,0,3,28.0,0,2,0.015126992566498259,0,1,0,3,0
594,0,2,37.0,1,0,0.050748620223090936,1,0,1,2,0
595,0,3,36.0,1,1,0.04713766070721715,1,0,1,3,0
596,1,2,28.0,0,0,0.06441171028315387,0,0,1,1,1
597,0,3,49.0,0,0,0.0,1,0,1,1,1
598,0,3,28.0,0,0,0.014102260811993537,1,0,0,1,1
599,1,1,49.0,1,0,0.11111839809247648,1,0,0,2,0
600,1,2,24.0,2,1,0.05270049023167135,0,0,1,4,0
601,0,3,28.0,0,0,0.015411575213749286,1,0,1,1,1
602,0,1,28.0,0,0,0.08275928836380983,1,0,1,1,1
603,0,3,44.0,0,0,0.015712553569072387,1,0,1,1,1
604,1,1,35.0,0,0,0.051822148727810165,1,0,0,1,1
605,0,3,36.0,1,0,0.030351578633425542,1,0,1,2,0
606,0,3,30.0,0,0,0.015411575213749286,1,0,1,1,1
607,1,1,27.0,0,0,0.05953203526170282,1,0,1,1,1
608,1,2,22.0,1,2,0.08115719346076702,0,0,0,4,0
609,1,1,40.0,0,0,0.2995388511917728,0,0,1,1,1
610,0,3,39.0,1,5,0.06104473451835265,0,0,1,7,0
611,0,3,28.0,0,0,0.013760683560491965,1,0,1,1,1
612,1,3,28.0,1,0,0.030253985132996517,0,1,0,2,0
613,0,3,28.0,0,0,0.015126992566498259,1,1,0,1,1
614,0,3,35.0,0,0,0.015712553569072387,1,0,1,1,1
615,1,2,24.0,1,2,0.12687155055772734,0,0,1,4,0
616,0,3,34.0,1,1,0.028106928123558056,1,0,1,3,0
617,0,3,26.0,1,0,0.031425107138144774,0,0,1,2,0
618,1,2,4.0,2,1,0.07612293033463641,0,0,1,4,0
619,0,2,26.0,0,0,0.020494635090094415,1,0,1,1,1
620,0,3,27.0,1,0,0.028212719478023115,1,0,0,2,0
621,1,1,42.0,1,0,0.10257896680493714,1,0,1,2,0
622,1,3,20.0,1,1,0.030725752114070404,1,0,0,3,0
623,0,3,21.0,0,0,0.015330377421392339,1,0,1,1,1
624,0,3,21.0,0,0,0.031425107138144774,1,0,1,1,1
625,0,1,61.0,0,0,0.06308600017332605,1,0,1,1,1
626,0,2,57.0,0,0,0.024105594605968193,1,1,0,1,1
627,1,1,21.0,0,0,0.15216446768991498,0,0,1,1,1
628,0,3,26.0,0,0,0.015411575213749286,1,0,1,1,1
629,0,3,28.0,0,0,0.015094396337354966,1,1,0,1,1
630,1,1,80.0,0,0,0.05855610025741262,1,0,1,1,1
631,0,3,51.0,0,0,0.013768881414528002,1,0,1,1,1
632,1,1,32.0,0,0,0.05953203526170282,1,0,0,1,1
633,0,1,28.0,0,0,0.0,1,0,1,1,1
634,0,3,9.0,3,2,0.05445717323939373,0,0,1,6,0
635,1,2,28.0,0,0,0.025374310111545468,0,0,1,1,1
636,0,3,32.0,0,0,0.015468569817999833,1,0,1,1,1
637,0,2,31.0,1,1,0.05123658772523604,1,0,1,3,0
638,0,3,41.0,0,5,0.07746484096553544,0,0,1,6,0
639,0,3,28.0,1,0,0.031425107138144774,1,0,1,2,0
640,0,3,20.0,0,0,0.015330377421392339,1,0,1,1,1
641,1,1,24.0,0,0,0.13526459159462315,0,0,0,1,1
642,0,3,2.0,3,2,0.05445717323939373,0,0,1,6,0
643,1,3,28.0,0,0,0.11027245763075773,1,0,1,1,1
644,1,3,0.75,2,1,0.03758969818624431,0,0,0,4,0
645,1,1,48.0,1,0,0.1497654242623688,1,0,0,2,0
646,0,3,19.0,0,0,0.015411575213749286,1,0,1,1,1
647,1,1,56.0,0,0,0.06929138530460494,1,0,0,1,1
648,0,3,28.0,0,0,0.014736618564782174,1,0,1,1,1
649,1,3,23.0,0,0,0.014736618564782174,0,0,1,1,1
650,0,3,28.0,0,0,0.015411575213749286,1,0,1,1,1
651,1,2,18.0,0,1,0.044893010197349675,0,0,1,2,0
652,0,3,21.0,0,0,0.01646070534336126,1,0,1,1,1
653,1,3,28.0,0,0,0.015281580671177828,0,1,0,1,1
654,0,3,18.0,0,0,0.013175122557917838,0,1,0,1,1
655,0,2,24.0,2,0,0.1434624456306609,1,0,1,3,0
656,0,3,28.0,0,0,0.015411575213749286,1,0,1,1,1
657,0,3,32.0,1,1,0.030253985132996517,0,1,0,3,0
658,0,2,23.0,0,0,0.025374310111545468,1,0,1,1,1
659,0,1,58.0,0,2,0.22109807522194713,1,0,0,3,0
660,1,1,50.0,2,0,0.2608674266467732,1,0,1,3,0
661,0,3,40.0,0,0,0.014102260811993537,1,0,0,1,1
662,0,1,47.0,0,0,0.04994347384455151,1,0,1,1,1
663,0,3,36.0,0,0,0.014630827210317117,1,0,1,1,1
664,1,3,20.0,1,0,0.015468569817999833,1,0,1,2,0
665,0,2,32.0,2,0,0.1434624456306609,1,0,1,3,0
666,0,2,25.0,0,0,0.025374310111545468,1,0,1,1,1
667,0,3,28.0,0,0,0.015175789316712771,1,0,1,1,1
668,0,3,43.0,0,0,0.015712553569072387,1,0,1,1,1
669,1,1,28.0,1,0,0.10149724044618187,0,0,1,2,0
670,1,2,40.0,1,1,0.07612293033463641,0,0,1,3,0
671,0,1,31.0,1,0,0.10149724044618187,1,0,1,2,0
672,0,2,70.0,0,0,0.020494635090094415,1,0,1,1,1
673,1,2,31.0,0,0,0.025374310111545468,1,0,1,1,1
674,0,2,28.0,0,0,0.0,1,0,1,1,1
675,0,3,18.0,0,0,0.015175789316712771,1,0,1,1,1
676,0,3,24.5,0,0,0.015712553569072387,1,0,1,1,1
677,1,3,18.0,0,0,0.019209719063445922,0,0,1,1,1
678,0,3,43.0,1,6,0.09154270340242172,0,0,1,8,0
679,1,1,36.0,0,1,1.0,1,0,0,2,0
680,0,3,28.0,0,0,0.01588334219482317,0,1,0,1,1
681,1,1,27.0,0,0,0.1497654242623688,1,0,0,1,1
682,0,3,20.0,0,0,0.01800600082915438,1,0,1,1,1
683,0,3,14.0,5,2,0.09154270340242172,1,0,1,8,0
684,0,2,60.0,1,1,0.07612293033463641,1,0,1,3,0
685,0,2,25.0,1,2,0.08115719346076702,1,0,0,4,0
686,0,3,14.0,4,1,0.07746484096553544,1,0,1,6,0
687,0,3,19.0,0,0,0.019852079483269742,1,0,1,1,1
688,0,3,18.0,0,0,0.015216388212891242,1,0,1,1,1
689,1,1,15.0,0,1,0.41250332793836464,0,0,1,2,0
690,1,1,31.0,1,0,0.11125659048908397,1,0,1,2,0
691,1,3,4.0,0,1,0.026187654344120927,0,0,0,2,0
692,1,3,28.0,0,0,0.11027245763075773,1,0,1,1,1
693,0,3,25.0,0,0,0.014102260811993537,1,0,0,1,1
694,0,1,60.0,0,0,0.051822148727810165,1,0,1,1,1
695,0,2,52.0,0,0,0.026350245115835676,1,0,1,1,1
696,0,3,44.0,0,0,0.015712553569072387,1,0,1,1,1
697,1,3,28.0,0,0,0.015094396337354966,0,1,0,1,1
698,0,1,49.0,1,1,0.21642978772242535,1,0,0,3,0
699,0,3,42.0,0,0,0.014931805565640218,1,0,1,1,1
700,1,1,18.0,1,0,0.4440992237022602,0,0,0,2,0
701,1,1,35.0,0,0,0.05130978285055781,1,0,1,1,1
702,0,3,18.0,0,1,0.028212719478023115,0,0,0,2,0
703,0,3,25.0,0,0,0.015110792045427042,1,1,0,1,1
704,0,3,26.0,1,0,0.015330377421392339,1,0,1,2,0
705,0,2,39.0,0,0,0.050748620223090936,1,0,1,1,1
706,1,2,45.0,0,0,0.026350245115835676,0,0,1,1,1
707,1,1,42.0,0,0,0.05130978285055781,1,0,1,1,1
708,1,1,22.0,0,0,0.29580589980036276,0,0,1,1,1
709,1,3,28.0,1,1,0.029757819776815374,1,0,0,3,0
710,1,1,24.0,0,0,0.09662576327876685,0,0,0,1,1
711,0,1,28.0,0,0,0.051822148727810165,1,0,1,1,1
712,1,1,48.0,1,0,0.10149724044618187,1,0,1,2,0
713,0,3,29.0,0,0,0.018510168852370702,1,0,1,1,1
714,0,2,52.0,0,0,0.025374310111545468,1,0,1,1,1
715,0,3,19.0,0,0,0.014931805565640218,1,0,1,1,1
716,1,1,38.0,0,0,0.4440992237022602,0,0,0,1,1
717,1,2,27.0,0,0,0.020494635090094415,0,0,1,1,1
718,0,3,28.0,0,0,0.030253985132996517,1,1,0,1,1
719,0,3,33.0,0,0,0.015175789316712771,1,0,1,1,1
720,1,2,6.0,0,1,0.06441171028315387,0,0,1,2,0
721,0,3,17.0,1,0,0.013768881414528002,1,0,1,2,0
722,0,2,34.0,0,0,0.025374310111545468,1,0,1,1,1
723,0,2,50.0,0,0,0.025374310111545468,1,0,1,1,1
724,1,1,27.0,1,0,0.10364429745562033,1,0,1,2,0
725,0,3,20.0,0,0,0.016908073949327893,1,0,1,1,1
726,1,2,30.0,3,0,0.04098927018018883,0,0,1,4,0
727,1,3,28.0,0,0,0.015102594191391004,0,1,0,1,1
728,0,2,25.0,1,0,0.050748620223090936,1,0,1,2,0
729,0,3,25.0,1,0,0.015468569817999833,0,0,1,2,0
730,1,1,29.0,0,0,0.41250332793836464,0,0,1,1,1
731,0,3,11.0,0,0,0.036670757786204655,1,0,0,1,1
732,0,2,28.0,0,0,0.0,1,0,1,1,1
733,0,2,23.0,0,0,0.025374310111545468,1,0,1,1,1
734,0,2,23.0,0,0,0.025374310111545468,1,0,1,1,1
735,0,3,28.5,0,0,0.031425107138144774,1,0,1,1,1
736,0,3,48.0,1,3,0.06709553154495196,0,0,1,5,0
737,1,1,35.0,0,0,1.0,1,0,0,1,1
738,0,3,28.0,0,0,0.015411575213749286,1,0,1,1,1
739,0,3,28.0,0,0,0.015411575213749286,1,0,1,1,1
740,1,1,28.0,0,0,0.05855610025741262,1,0,1,1,1
741,0,1,36.0,1,0,0.15390495017656614,1,0,1,2,0
742,1,1,21.0,2,2,0.5121218935012878,0,0,0,5,0
743,0,3,24.0,1,0,0.031425107138144774,1,0,1,2,0
744,1,3,31.0,0,0,0.015468569817999833,1,0,1,1,1
745,0,1,70.0,1,1,0.13858277060920987,1,0,1,3,0
746,0,3,16.0,1,1,0.03952536767375352,1,0,1,3,0
747,1,2,30.0,0,0,0.025374310111545468,0,0,1,1,1
748,0,1,19.0,1,0,0.10364429745562033,1,0,1,2,0
749,0,3,31.0,0,0,0.015126992566498259,1,1,0,1,1
750,1,2,4.0,1,1,0.044893010197349675,0,0,1,3,0
751,1,3,6.0,0,1,0.024349578357040744,1,0,1,2,0
752,0,3,33.0,0,0,0.018542765081513996,1,0,1,1,1
753,0,3,23.0,0,0,0.015411575213749286,1,0,1,1,1
754,1,2,48.0,1,2,0.12687155055772734,0,0,1,4,0
755,1,2,0.67,1,1,0.028302115124416098,1,0,1,3,0
756,0,3,28.0,0,0,0.015216388212891242,1,0,1,1,1
757,0,2,18.0,0,0,0.022446505098674838,1,0,1,1,1
758,0,3,34.0,0,0,0.015712553569072387,1,0,1,1,1
759,1,1,33.0,0,0,0.16883675574220638,0,0,1,1,1
760,0,3,28.0,0,0,0.028302115124416098,1,0,1,1,1
761,0,3,41.0,0,0,0.013907073811135496,1,0,1,1,1
762,1,3,20.0,0,0,0.014110458666029575,1,0,0,1,1
763,1,1,36.0,1,2,0.23422440102965048,0,0,1,4,0
764,0,3,16.0,0,0,0.015175789316712771,1,0,1,1,1
765,1,1,51.0,1,0,0.15216446768991498,0,0,1,2,0
766,0,1,28.0,0,0,0.07729405233978466,1,0,0,1,1
767,0,3,30.5,0,0,0.015126992566498259,0,1,0,1,1
768,0,3,28.0,1,0,0.04713766070721715,1,1,0,2,0
769,0,3,32.0,0,0,0.016322512946753766,1,0,1,1,1
770,0,3,24.0,0,0,0.018542765081513996,1,0,1,1,1
771,0,3,48.0,0,0,0.015330377421392339,1,0,1,1,1
772,0,2,57.0,0,0,0.020494635090094415,0,0,1,1,1
773,0,3,28.0,0,0,0.014102260811993537,1,0,0,1,1
774,1,2,54.0,1,3,0.044893010197349675,0,0,1,5,0
775,0,3,18.0,0,0,0.015126992566498259,1,0,1,1,1
776,0,3,28.0,0,0,0.015126992566498259,1,1,0,1,1
777,1,3,5.0,0,0,0.024349578357040744,0,0,1,1,1
778,0,3,28.0,0,0,0.015102594191391004,1,1,0,1,1
779,1,1,43.0,0,1,0.41250332793836464,0,0,1,2,0
780,1,3,13.0,0,0,0.014110458666029575,0,0,0,1,1
781,1,1,17.0,1,0,0.11125659048908397,0,0,1,2,0
782,0,1,29.0,0,0,0.05855610025741262,1,0,1,1,1
783,0,3,28.0,1,2,0.04577135170121086,1,0,1,4,0
784,0,3,25.0,0,0,0.013760683560491965,1,0,1,1,1
785,0,3,25.0,0,0,0.014151057562208049,1,0,1,1,1
786,1,3,18.0,0,0,0.014630827210317117,0,0,1,1,1
787,0,3,8.0,4,1,0.05684821399990475,1,1,0,6,0
788,1,3,1.0,1,2,0.04015972542654215,1,0,1,4,0
789,0,1,46.0,0,0,0.15458810467956932,1,0,0,1,1
790,0,3,28.0,0,0,0.015126992566498259,1,1,0,1,1
791,0,2,16.0,0,0,0.050748620223090936,1,0,1,1,1
792,0,3,28.0,8,2,0.13575255909676825,0,0,1,11,0
793,0,1,28.0,0,0,0.05991421140938287,1,0,0,1,1
794,0,3,25.0,0,0,0.015411575213749286,1,0,1,1,1
795,0,2,39.0,0,0,0.025374310111545468,1,0,1,1,1
796,1,1,49.0,0,0,0.050610427826483444,0,0,1,1,1
797,1,3,31.0,0,0,0.016948672845506364,0,0,1,1,1
798,0,3,30.0,0,0,0.014110458666029575,1,0,0,1,1
799,0,3,30.0,1,1,0.04713766070721715,0,0,1,3,0
800,0,2,34.0,0,0,0.025374310111545468,1,0,1,1,1
801,1,2,31.0,1,1,0.05123658772523604,0,0,1,3,0
802,1,1,11.0,1,2,0.23422440102965048,1,0,1,4,0
803,1,3,0.42,0,1,0.016623491302076868,1,0,0,2,0
804,1,3,27.0,0,0,0.013614293309848433,1,0,1,1,1
805,0,3,31.0,0,0,0.015175789316712771,1,0,1,1,1
806,0,1,39.0,0,0,0.0,1,0,1,1,1
807,0,3,18.0,0,0,0.015175789316712771,0,0,1,1,1
808,0,2,39.0,0,0,0.025374310111545468,1,0,1,1,1
809,1,1,33.0,1,0,0.10364429745562033,0,0,1,2,0
810,0,3,26.0,0,0,0.015395374692678068,1,0,1,1,1
811,0,3,39.0,0,0,0.04713766070721715,1,0,1,1,1
812,0,2,35.0,0,0,0.020494635090094415,1,0,1,1,1
813,0,3,6.0,4,2,0.06104473451835265,0,0,1,7,0
814,0,3,30.5,0,0,0.015712553569072387,1,0,1,1,1
815,0,1,28.0,0,0,0.0,1,0,1,1,1
816,0,3,23.0,0,0,0.015468569817999833,0,0,1,1,1
817,0,2,31.0,1,1,0.07222738817151159,1,0,0,3,0
818,0,3,43.0,0,0,0.012589561555343713,1,0,1,1,1
819,0,3,10.0,3,2,0.05445717323939373,1,0,1,6,0
820,1,1,52.0,1,1,0.18249984580226933,0,0,1,3,0
821,1,3,27.0,0,0,0.016908073949327893,1,0,1,1,1
822,0,1,38.0,0,0,0.0,1,0,1,1,1
823,1,3,27.0,0,1,0.024349578357040744,0,0,1,2,0
824,0,3,2.0,4,1,0.07746484096553544,1,0,1,6,0
825,0,3,28.0,0,0,0.013565496559633922,1,1,0,1,1
826,0,3,28.0,0,0,0.11027245763075773,1,0,1,1,1
827,1,2,1.0,0,2,0.07222738817151159,1,0,0,3,0
828,1,3,28.0,0,0,0.015126992566498259,1,1,0,1,1
829,1,1,62.0,0,0,0.15614960068643363,0,0,0,1,1
830,1,3,15.0,1,0,0.028212719478023115,0,0,0,2,0
831,1,2,0.83,1,1,0.03659756266088288,1,0,1,3,0
832,0,3,28.0,0,0,0.014110458666029575,1,0,0,1,1
833,0,3,23.0,0,0,0.015330377421392339,1,0,1,1,1
834,0,3,18.0,0,0,0.016200521071217493,1,0,1,1,1
835,1,1,39.0,1,1,0.16231419173453318,0,0,0,3,0
836,0,3,21.0,0,0,0.016908073949327893,1,0,1,1,1
837,0,3,28.0,0,0,0.015712553569072387,1,0,1,1,1
838,1,3,32.0,0,0,0.11027245763075773,1,0,1,1,1
839,1,1,28.0,0,0,0.057970539254838485,1,0,0,1,1
840,0,3,20.0,0,0,0.015468569817999833,1,0,1,1,1
841,0,2,16.0,0,0,0.020494635090094415,1,0,1,1,1
842,1,1,30.0,0,0,0.060507970265993034,0,0,0,1,1
843,0,3,34.5,0,0,0.012565163180236457,1,0,0,1,1
844,0,3,17.0,0,0,0.016908073949327893,1,0,1,1,1
